1506708,3
4142418,1
4016913,1
1714156,1
5912950,4
3538668,4
2148624,2
683758,1
1426077,3
134965,4
1451551,1
1597147,3
1608800,2
6074777,3
6066377,4
1768359,3
827991,1
69136,1
788048,4
1934796,3
5473704,2
6003029,4
3993007,2
1374270,1
287126,4
5844772,2
1602055,3
2139887,1
5677182,1
1824590,2
552987,4
3943854,2
1512587,1
3950104,3
1439169,1
1798805,2
1997571,3
1507811,2
5844942,3
4560807,3
287438,3
3626909,3
321476,3
721478,3
3530996,3
5849772,2
5124953,4
3671228,2
907955,4
442268,1
1596910,4
4605434,4
1405374,1
3610867,1
340835,3
803909,4
5998471,1
303989,2
1817857,3
1635846,3
4745954,3
5844954,3
5774845,2
5676722,3
5815289,2
1812172,2
6044628,3
4733797,1
5965545,1
1718663,3
1578778,3
2295249,3
872604,4
940981,3
5663747,1
3902789,4
1961275,2
287867,2
1694425,3
279167,4
872024,3
4729638,3
3776870,4
1993748,3
5984448,4
2244222,3
881581,4
2140374,1
5689693,1
107402,3
1519391,1
872684,3
3789314,1
3515665,1
2117316,3
1507291,1
1468111,4
3859814,4
135159,2
488044,4
1374178,1
3476431,4
2064308,4
5792522,1
512164,2
2305257,4
2533492,1
6042531,2
1437854,4
2022507,4
75955,1
346654,4
710918,3
3672619,3
1099397,2
1361288,2
340938,1
1353229,4
2280526,2
2061885,2
3424970,3
1374225,4
3368792,2
701434,1
3962252,2
2014908,3
5751965,4
3395514,2
4346719,1
699214,1
5912981,3
742421,1
3520920,4
348210,2
3553511,3
1813697,4
1756450,2
2093499,4
285601,3
3432435,3
5912875,2
3531295,4
1562862,3
264645,2
2086445,2
4534020,2
1256532,1
860375,1
31780,2
442466,1
1817298,3
324981,3
1675514,1
2244026,4
5844835,3
5784210,4
1793608,4
348898,4
3869198,3
1522584,2
693605,4
2196526,2
5783481,2
3440205,4
1712395,4
1279726,3
1374416,1
1688664,1
3350025,2
737315,1
2089825,2
1960807,2
896960,2
385945,3
5799234,1
3958833,3
1954681,3
5792597,1
4547970,3
5633691,2
5623327,1
1816410,3
2057133,1
5876794,4
722273,4
742420,4
5623501,4
450611,2
1408530,4
1619957,2
265919,1
1573756,4
802424,4
4804284,1
6031430,1
25172,3
1814139,1
5797001,2
5434889,3
1494525,2
71250,1
5888379,4
5981440,2
5795558,1
1455585,1
3234691,1
1313444,3
4150720,1
1823038,1
2089448,4
51601,1
3747760,3
795435,2
1315878,1
1321299,1
134130,4
1381194,2
3955127,4
299152,4
33587,4
3953466,4
3574896,3
1658656,2
1819647,2
1675495,2
727816,3
5125013,1
841106,3
3553507,3
1399921,3
1325259,4
1306539,4
1374013,3
5966428,4
872580,2
128330,3
3531248,2
289519,2
562572,3
3659498,1
4169139,2
2268790,4
1446509,2
3965582,2
1374054,1
337826,2
1397434,4
351000,3
5426802,2
288634,2
4864577,4
4745721,2
872584,2
1374348,3
71876,4
3420101,2
840061,1
4745709,3
1824476,2
3470554,4
289259,1
122706,2
5799229,4
6176489,2
5681580,2
1380625,3
498525,4
4834185,1
6160109,1
3137507,1
3610800,2
514298,3
4839724,1
4747882,1
1820124,4
5783669,4
1599201,4
1294250,2
1547555,2
1852648,2
1373989,1
1225857,2
1270091,4
6044712,3
681200,4
1683619,1
3953224,3
4790397,2
5966203,4
101409,3
5436151,2
867277,2
5428019,2
1634783,1
3544472,3
301484,3
562662,2
3238849,4
5666146,3
1373986,4
5844474,4
346274,2
4585523,3
2622046,4
2279714,2
1408265,1
4140423,4
3718117,3
322747,3
301474,3
2248348,3
2196003,3
3899353,1
38864,4
570812,2
3531029,1
3626110,1
3876002,4
1394300,2
3405334,1
773304,4
5920910,3
710754,1
286292,4
1383071,2
3958822,4
1532809,4
2295280,4
2678726,3
1815716,3
2059172,1
3466333,1
3890078,2
5427992,4
3728190,3
286900,3
5899860,1
5125011,3
1077788,3
266265,3
1652062,1
2116773,1
5716573,3
4142348,2
5915124,3
3663201,4
561197,3
1532820,4
1199252,3
101026,2
338044,4
5795546,1
4728375,2
5966326,1
2289660,1
1513302,1
3442728,3
5428151,3
719274,3
2280062,1
267824,1
2188894,1
1681218,3
3503053,2
40518,2
2064256,3
5937892,3
124897,4
3610951,4
441316,1
1383342,1
268587,2
3420348,1
1819025,2
1371845,4
797488,2
268579,2
3229876,3
5869510,1
2278094,1
4081909,3
642830,3
5746812,4
3695510,3
2707663,4
1228848,1
3534880,4
4145619,1
680441,4
3041627,4
3655673,4
1796575,4
277250,1
1816388,4
361915,3
6066223,1
1814013,4
2407938,4
3424984,1
898894,3
726484,1
1361671,4
313273,2
3727815,2
887172,3
3541067,3
5280942,1
5920099,3
4790591,2
1362472,1
1596951,2
5793678,1
3330639,1
1353206,4
21116,4
5623528,2
827990,4
25223,1
3921140,3
284572,2
1675490,1
4312636,1
877322,4
497288,3
3519086,4
4151601,3
23230,4
1994335,4
1724447,1
5797007,1
1687334,2
3432565,1
3639070,3
5623249,3
2075404,3
1813434,3
5104674,1
6186668,1
3610812,2
1681803,1
5844909,2
1429525,3
2290675,1
735170,3
1390948,2
3729452,2
5335797,4
3333200,4
1652209,2
1663494,4
4488800,2
6077265,1
136569,3
1434069,1
3954899,1
266759,1
3731393,4
2707285,3
3553098,2
2289676,2
1815572,4
287325,1
4528605,3
879747,1
4783504,1
1819053,1
4011664,4
5125026,2
4147224,1
857607,1
5920594,2
5844929,2
836309,3
542781,4
65722,4
1717899,1
5880305,1
5936880,3
1684841,2
2077150,1
4319028,3
5846421,1
301560,2
2937382,2
443844,2
1468156,1
3887839,4
1455583,4
3994593,1
711427,1
5956216,3
563431,1
4147221,3
4211255,1
5104857,3
918735,1
1849775,2
1959959,1
1985425,2
2267966,3
4177870,1
2219976,3
1408276,3
4729289,1
313525,3
1578527,2
4691720,2
127099,2
2706725,2
52904,2
131743,4
5795347,1
1448492,4
5103775,4
2503815,4
1508623,2
2089820,1
6044568,1
3775217,1
289060,1
5954015,4
491831,2
340749,3
1312431,1
4001359,2
3890475,3
5436130,4
5792631,3
542058,1
3952916,3
836364,4
3747761,4
2705720,1
1368903,3
77077,3
3847271,3
1489898,1
1374069,2
1353205,3
2046163,4
1814184,4
1992689,3
5783514,2
5915573,1
112857,2
827894,1
3917710,2
791635,3
4153211,2
345744,2
475256,1
2006136,1
266858,2
1506964,3
5371567,1
5915568,2
1383098,2
2710468,3
1589530,2
2089829,3
1595138,3
1813133,4
6063246,4
2611604,3
2124392,2
81660,1
3959056,1
4065651,4
126462,4
6063244,2
5844003,3
1549732,3
1194842,4
1992886,3
68803,2
4534133,2
1636247,1
735169,2
1532552,1
2268792,1
5815343,3
440949,3
110264,4
488361,1
4560367,2
2605439,3
21848,2
5633542,3
866317,3
1374253,2
301528,3
904110,4
2803833,4
616641,1
1099277,3
1935793,4
3697058,2
5681225,3
2268301,4
4319035,2
1630216,2
4751597,4
784339,1
6185647,4
2231433,4
3610788,4
4696166,4
50099,3
5784062,3
1379943,1
1421216,4
1999566,4
1649783,1
736913,4
5981434,3
1223373,3
5124059,3
5816002,3
1374271,2
4204841,2
4808175,3
827995,1
289294,3
4135492,2
917628,2
316215,3
1636273,4
1684845,2
1984272,4
1688796,2
357486,1
1311906,2
1816195,4
1228823,4
2692174,2
1270430,3
1678043,4
5694301,4
646894,4
5075905,1
1815459,1
5623310,3
5789846,2
1373676,4
5624202,3
2287344,4
590126,4
2605579,1
1312640,3
4018946,1
1116171,3
711426,4
4788327,1
1374123,1
1677158,3
1395860,2
